payment_id,transaction_timestamp,merchant_id,customer_id,amount,currency,processing_fee,payment_method,card_type,card_network,issuer_country,billing_country,ip_country,device_type,device_id,is_new_device,is_new_customer,is_cross_border,country_mismatch_flag,velocity_1h,authentication_used,authentication_result,risk_score,decision,authorisation_status,decline_reason,confirmed_fraud,refund_status,transaction_date,transaction_month,merchant_name,industry,merchant_country,merchant_size,merchant_risk_category,platform_type,reserve_rate,expected_monthly_volume,customer_country,account_created_at,customer_segment,historical_orders,historical_chargebacks,email_age_days,lifetime_value,dispute_id,dispute_date,dispute_reason,disputed_amount,dispute_fee,dispute_status,resolution_date,recovered_amount,net_dispute_loss,approved_flag,declined_flag,has_dispute,approved_amount,gross_processing_revenue,modelled_fraud_loss,modelled_nonfraud_dispute_loss
P0038789,"2025-07-16 18:05:07",M00099,C006620,254.06,EUR,3.76,Card,Debit,Amex,FR,FR,FR,Mobile,DEV006620,0,0,1,0,2,1,Successful,40,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 099",Ticketing,IT,Medium,High,Direct,0.1322,270364.88,FR,2024-02-29,Occasional,6,0,988,469.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,254.06,3.76,0.00,0.00
P0016684,"2025-07-16 18:09:31",M00092,C007967,41.00,CAD,0.77,Card,Debit,Mastercard,IE,IE,IE,Mobile,DEV007967,0,1,1,0,1,0,"Not Attempted",13,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 092",Fashion,CA,Medium,Low,Marketplace,0.0270,277156.17,IE,2025-06-19,New,1,0,273,81.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,41.00,0.77,0.00,0.00
P0020072,"2025-07-16 18:10:51",M00038,C000375,73.15,CAD,1.22,"Digital Wallet",Debit,Visa,IT,IT,IT,Desktop,DEV000375,0,0,1,0,1,1,Successful,16,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 038",Fashion,CA,Small,Low,Subscription,0.0219,46986.04,IT,2024-05-27,Returning,15,0,687,1806.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,73.15,1.22,0.00,0.00
P0005909,"2025-07-16 18:17:48",M00081,C008699,37.93,CAD,0.73,Card,Debit,Visa,IE,IE,IE,Tablet,DEV008699,0,0,1,0,1,1,Successful,9,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 081","Food Delivery",CA,Enterprise,Low,Direct,0.0163,4268220.63,IE,2024-01-17,Occasional,4,0,1073,110.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,37.93,0.73,0.00,0.00
P0037173,"2025-07-16 18:25:58",M00094,C008897,10.37,GBP,0.35,Card,Credit,Mastercard,IT,IT,NL,Mobile,NEWDEV475255,1,0,1,1,1,1,Failed,65,Review,Declined,"Authentication Failed",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 094",Gaming,GB,Enterprise,High,Direct,0.0971,1362213.54,IT,2024-12-10,Returning,10,0,395,1504.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0014577,"2025-07-16 18:31:09",M00081,C005718,17.41,CAD,0.44,Card,Credit,Visa,AU,AU,AU,Mobile,DEV005718,0,0,1,0,1,0,"Not Attempted",16,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 081","Food Delivery",CA,Enterprise,Low,Direct,0.0163,4268220.63,AU,2024-04-03,Occasional,2,0,1346,210.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,17.41,0.44,0.00,0.00
P0032001,"2025-07-16 18:32:33",M00019,C006046,189.13,EUR,2.85,"Digital Wallet",Credit,Mastercard,IT,IT,IT,Mobile,NEWDEV862606,1,0,1,0,1,1,Successful,31,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 019","Subscription Software",FR,Small,Low,Subscription,0.0271,39133.38,IT,2023-08-07,Occasional,4,0,947,570.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,189.13,2.85,0.00,0.00
P0045019,"2025-07-16 18:38:56",M00037,C009455,9.67,EUR,0.34,Card,Credit,Mastercard,FR,FR,FR,Mobile,DEV009455,0,0,1,0,1,0,"Not Attempted",12,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 037",Gaming,ES,Enterprise,Medium,Subscription,0.0522,3352888.00,FR,2019-10-31,Returning,21,0,2909,2332.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,9.67,0.34,0.00,0.00
P0005597,"2025-07-16 18:49:38",M00014,C007849,134.22,EUR,2.08,Card,Debit,Visa,IE,IE,IT,Desktop,DEV007849,0,0,1,1,1,1,Successful,48,Approve,Declined,"Insufficient Funds",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 014",Ticketing,NL,Small,Medium,Direct,0.0589,25784.48,IE,2025-03-01,New,2,0,922,311.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0018295,"2025-07-16 18:50:15",M00025,C006137,57.25,EUR,1.00,Card,Debit,Visa,NL,NL,NL,Tablet,NEWDEV760950,1,0,0,0,1,1,Successful,35,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 025",Ticketing,NL,Small,High,Marketplace,0.1143,9885.91,NL,2023-05-30,Occasional,5,0,1582,248.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,57.25,1.00,0.00,0.00
P0043956,"2025-07-16 18:55:36",M00017,C006683,17.18,AUD,0.44,Card,Credit,Mastercard,US,US,US,Desktop,DEV006683,0,0,1,0,1,1,Successful,34,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 017","Digital Products",AU,Enterprise,High,Direct,0.1323,3726005.85,US,2023-07-02,Returning,7,0,1018,675.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,17.18,0.44,0.00,0.00
P0002220,"2025-07-16 19:06:20",M00081,C004887,26.43,CAD,0.57,"Digital Wallet",Debit,Visa,ES,ES,ES,Mobile,DEV004887,0,0,1,0,1,0,"Not Attempted",15,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 081","Food Delivery",CA,Enterprise,Low,Direct,0.0163,4268220.63,ES,2023-02-09,Returning,16,0,1727,2263.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,26.43,0.57,0.00,0.00
P0023783,"2025-07-16 19:53:22",M00037,C009060,8.73,EUR,0.32,Card,Credit,Visa,US,US,US,Mobile,DEV009060,0,0,1,0,1,1,Successful,28,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 037",Gaming,ES,Enterprise,Medium,Subscription,0.0522,3352888.00,US,2023-12-15,Occasional,1,0,819,62.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,8.73,0.32,0.00,0.00
P0009717,"2025-07-16 19:59:57",M00005,C007227,23.31,EUR,0.53,Card,Credit,Visa,GB,GB,GB,Mobile,DEV007227,0,0,1,0,1,0,"Not Attempted",28,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 005","Digital Products",NL,Small,Medium,Direct,0.0687,19662.14,GB,2019-05-14,Returning,17,0,2603,1012.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,23.31,0.53,0.00,0.00
P0016226,"2025-07-16 20:45:20",M00023,C009912,391.63,GBP,5.68,Card,Debit,Mastercard,DE,DE,DE,Desktop,NEWDEV967163,1,1,1,0,1,1,Successful,56,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 023",Travel,GB,Enterprise,High,Marketplace,0.1089,2708181.47,DE,2025-06-16,Occasional,5,0,277,794.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,391.63,5.68,0.00,0.00
P0028524,"2025-07-16 20:59:42",M00068,C004865,647.44,GBP,9.26,Card,Credit,Visa,NL,NL,NL,Mobile,DEV004865,0,0,1,0,1,0,"Not Attempted",27,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 068",Electronics,GB,Medium,Medium,Direct,0.0321,322666.33,NL,2024-09-18,Occasional,2,0,1079,96.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,647.44,9.26,0.00,0.00
P0004718,"2025-07-16 21:02:55",M00097,C002777,24.04,AUD,0.54,Card,Debit,Visa,GB,IE,IE,Mobile,NEWDEV443132,1,0,1,1,1,1,Successful,57,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 097","Food Delivery",AU,Medium,High,Marketplace,0.0791,379586.08,IE,2019-05-12,Returning,13,0,2986,693.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,24.04,0.54,0.00,0.00
P0012295,"2025-07-16 21:22:05",M00023,C000312,467.09,GBP,6.74,Card,Debit,Visa,US,US,US,Mobile,DEV000312,0,0,1,0,1,1,Failed,35,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 023",Travel,GB,Enterprise,High,Marketplace,0.1089,2708181.47,US,2025-01-21,Occasional,6,0,845,755.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,467.09,6.74,0.00,0.00
P0033489,"2025-07-16 21:23:00",M00036,C003360,15.15,EUR,0.41,Card,Debit,Mastercard,IE,IE,IE,Mobile,DEV003360,0,0,1,0,1,1,Successful,8,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 036","Subscription Software",NL,Enterprise,Low,Subscription,0.0160,2698628.20,IE,2022-10-07,Returning,6,0,1671,302.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,15.15,0.41,0.00,0.00
P0010669,"2025-07-16 21:24:17",M00068,C002363,355.84,GBP,5.18,"Digital Wallet",Credit,Amex,AU,AU,AU,Mobile,DEV002363,0,0,1,0,1,0,"Not Attempted",25,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 068",Electronics,GB,Medium,Medium,Direct,0.0321,322666.33,AU,2022-12-31,Returning,9,0,1498,829.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,355.84,5.18,0.00,0.00
P0015867,"2025-07-16 21:50:08",M00046,C002476,1083.80,EUR,15.37,Card,Debit,Mastercard,FR,GB,GB,Desktop,DEV002476,0,0,1,1,1,1,Failed,43,Approve,Declined,"Authentication Failed",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 046",Travel,IT,Small,Medium,Direct,0.0400,30705.47,GB,2020-01-18,Returning,14,0,2887,427.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0011358,"2025-07-16 21:57:02",M00071,C008773,191.06,EUR,2.87,Card,Debit,Visa,GB,GB,GB,Desktop,DEV008773,0,0,1,0,1,1,Successful,17,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 071","Subscription Software",IE,Medium,Low,Subscription,0.0131,380579.49,GB,2018-08-06,Loyal,60,0,3011,5575.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,191.06,2.87,0.00,0.00
P0009205,"2025-07-16 22:00:18",M00017,C001966,40.75,AUD,0.77,Card,Credit,Mastercard,IE,IE,AU,Mobile,DEV001966,0,0,1,1,1,1,Failed,56,Approve,Declined,"Authentication Failed",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 017","Digital Products",AU,Enterprise,High,Direct,0.1323,3726005.85,IE,2022-03-10,Occasional,3,0,1542,159.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0019808,"2025-07-16 22:11:07",M00081,C009973,17.66,CAD,0.45,Card,Debit,Visa,IE,IE,IE,Mobile,DEV009973,0,0,1,0,1,1,Successful,8,Approve,Approved,"Not Applicable",0,"Fully Refunded",2025-07-16,2025-07,"Synthetic Merchant 081","Food Delivery",CA,Enterprise,Low,Direct,0.0163,4268220.63,IE,2024-11-26,Occasional,1,0,927,108.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,17.66,0.45,0.00,0.00
P0043707,"2025-07-16 22:12:52",M00085,C002065,102.12,AUD,1.63,"Bank Transfer","Not Applicable","Not Applicable",US,US,US,Desktop,NEWDEV443674,1,0,1,0,1,0,"Not Attempted",19,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 085",Fashion,AU,Medium,Low,Direct,0.0178,338399.89,US,2024-03-26,Occasional,6,0,1249,304.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,102.12,1.63,0.00,0.00
P0041667,"2025-07-16 22:19:05",M00081,C007475,19.85,CAD,0.48,Card,Debit,Visa,ES,ES,ES,Mobile,DEV007475,0,0,1,0,1,0,"Not Attempted",13,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 081","Food Delivery",CA,Enterprise,Low,Direct,0.0163,4268220.63,ES,2021-07-16,Returning,15,0,2106,2359.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,19.85,0.48,0.00,0.00
P0021249,"2025-07-16 22:24:12",M00071,C001404,61.36,EUR,1.06,"Digital Wallet",Debit,Amex,IT,IT,IT,Mobile,DEV001404,0,0,1,0,1,0,"Not Attempted",16,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 071","Subscription Software",IE,Medium,Low,Subscription,0.0131,380579.49,IT,2023-09-20,Returning,18,0,899,1579.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,61.36,1.06,0.00,0.00
P0029107,"2025-07-16 22:27:34",M00049,C001983,491.00,CAD,7.07,"Bank Transfer","Not Applicable","Not Applicable",FR,FR,FR,Mobile,DEV001983,0,0,1,0,1,0,"Not Attempted",31,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 049",Travel,CA,Medium,High,Marketplace,0.1129,281400.29,FR,2023-10-23,Occasional,2,0,945,189.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,491.00,7.07,0.00,0.00
P0025894,"2025-07-16 22:44:19",M00052,C007509,22.19,USD,0.51,Card,Credit,Mastercard,ES,ES,ES,Mobile,DEV007509,0,0,1,0,1,1,Successful,33,Approve,Declined,"Insufficient Funds",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 052","Digital Products",US,Small,High,Subscription,0.1085,19776.25,ES,2023-06-10,Occasional,2,0,1291,262.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0023084,"2025-07-16 22:49:12",M00081,C003102,24.48,CAD,0.54,Card,Debit,Mastercard,AU,AU,AU,Mobile,DEV003102,0,0,1,0,1,1,Successful,7,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 081","Food Delivery",CA,Enterprise,Low,Direct,0.0163,4268220.63,AU,2024-08-18,Occasional,2,0,889,46.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,24.48,0.54,0.00,0.00
P0006180,"2025-07-16 22:56:42",M00001,C001490,66.89,EUR,1.14,Card,Debit,Visa,CA,CA,CA,Mobile,DEV001490,0,1,1,0,1,1,Successful,34,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 001",Fashion,IT,Small,Medium,Direct,0.0690,39251.29,CA,2025-07-02,New,0,0,515,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,66.89,1.14,0.00,0.00
P0023200,"2025-07-16 23:22:12",M00047,C003102,275.70,EUR,4.06,"Bank Transfer","Not Applicable","Not Applicable",AU,AU,AU,Mobile,DEV003102,0,0,1,0,2,0,"Not Attempted",17,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 047",Marketplace,NL,Small,Low,Marketplace,0.0120,42505.63,AU,2024-08-18,Occasional,2,0,889,46.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,275.70,4.06,0.00,0.00
P0042981,"2025-07-16 23:27:57",M00028,C007846,38.23,AUD,0.74,"Digital Wallet",Debit,Mastercard,AU,AU,AU,Mobile,DEV007846,0,0,0,0,1,1,Successful,20,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 028","Digital Products",AU,Enterprise,Medium,Direct,0.0402,4712196.07,AU,2024-11-08,Returning,23,0,571,3343.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,38.23,0.74,0.00,0.00
P0023481,"2025-07-16 23:34:55",M00036,C002816,101.10,EUR,1.62,Card,Credit,Mastercard,FR,FR,FR,Mobile,DEV002816,0,0,1,0,1,0,"Not Attempted",14,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 036","Subscription Software",NL,Enterprise,Low,Subscription,0.0160,2698628.20,FR,2024-10-20,Occasional,3,0,841,86.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,101.10,1.62,0.00,0.00
P0001956,"2025-07-16 23:38:22",M00036,C000568,57.15,EUR,1.00,Card,Debit,Visa,NL,NL,IT,Desktop,DEV000568,0,0,0,1,1,0,"Not Attempted",24,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 036","Subscription Software",NL,Enterprise,Low,Subscription,0.0160,2698628.20,NL,2023-03-01,Occasional,6,0,1540,509.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,57.15,1.00,0.00,0.00
P0010656,"2025-07-16 23:40:02",M00057,C001328,41.50,GBP,0.78,Card,Credit,Mastercard,DE,DE,DE,Mobile,DEV001328,0,0,1,0,1,0,"Not Attempted",8,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 057",Fashion,GB,Medium,Low,Direct,0.0193,285184.30,FR,2019-03-08,Returning,16,0,2869,2176.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,41.50,0.78,0.00,0.00
P0043363,"2025-07-16 23:56:28",M00081,C003844,37.28,CAD,0.72,Card,Credit,Visa,AU,AU,AU,Mobile,DEV003844,0,0,1,0,1,0,"Not Attempted",10,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-16,2025-07,"Synthetic Merchant 081","Food Delivery",CA,Enterprise,Low,Direct,0.0163,4268220.63,AU,2022-11-12,Occasional,6,0,1208,540.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,37.28,0.72,0.00,0.00
P0035323,"2025-07-17 00:04:08",M00079,C003567,43.93,EUR,0.82,"Digital Wallet",Credit,Visa,IT,IT,IT,Mobile,DEV003567,0,0,1,0,1,0,"Not Attempted",21,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 079",Fashion,IE,Small,Medium,Direct,0.0426,40434.45,IT,2025-03-04,New,1,0,995,38.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,43.93,0.82,0.00,0.00
P0020615,"2025-07-17 00:05:17",M00036,C007180,251.96,EUR,3.73,Card,Credit,Visa,FR,FR,FR,Tablet,DEV007180,0,0,1,0,1,1,Successful,4,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 036","Subscription Software",NL,Enterprise,Low,Subscription,0.0160,2698628.20,FR,2024-07-26,Returning,20,0,1035,3141.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,251.96,3.73,0.00,0.00
P0036439,"2025-07-17 00:14:11",M00030,C007867,376.61,EUR,5.47,Card,Credit,Amex,AU,US,US,Desktop,DEV007867,0,0,1,1,1,1,Failed,32,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 030",Marketplace,FR,Small,Low,Marketplace,0.0254,34774.76,US,2019-06-14,Returning,19,0,2619,1785.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,376.61,5.47,0.00,0.00
P0043548,"2025-07-17 00:22:28",M00037,C003844,19.03,EUR,0.47,Card,Debit,Visa,AU,AU,AU,Desktop,DEV003844,0,0,1,0,2,0,"Not Attempted",22,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 037",Gaming,ES,Enterprise,Medium,Subscription,0.0522,3352888.00,AU,2022-11-12,Occasional,6,0,1208,540.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,19.03,0.47,0.00,0.00
P0018690,"2025-07-17 00:25:16",M00095,C004628,528.55,GBP,7.60,Card,Debit,Visa,NL,NL,NL,Mobile,DEV004628,0,0,1,0,1,1,Successful,32,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 095",Travel,GB,Enterprise,High,Direct,0.0706,1751099.48,NL,2020-04-13,Returning,16,0,2295,1996.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,528.55,7.60,0.00,0.00
P0030099,"2025-07-17 00:37:08",M00017,C003464,65.36,AUD,1.12,Card,Debit,Visa,IE,AU,AU,Mobile,DEV003464,0,0,1,1,1,1,Successful,54,Approve,Approved,"Not Applicable",1,"Fully Refunded",2025-07-17,2025-07,"Synthetic Merchant 017","Digital Products",AU,Enterprise,High,Direct,0.1323,3726005.85,AU,2023-03-08,Returning,14,0,1353,1567.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,65.36,1.12,65.36,0.00
P0009276,"2025-07-17 01:26:15",M00050,C006295,622.05,AUD,8.91,Card,Debit,Visa,DE,DE,US,Tablet,DEV006295,0,0,1,1,1,1,Successful,52,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 050",Electronics,AU,Small,High,Direct,0.0913,11289.58,DE,2023-09-15,Returning,16,0,1475,1994.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,622.05,8.91,0.00,0.00
P0034370,"2025-07-17 01:35:03",M00087,C003043,47.41,CAD,0.86,Card,Debit,Visa,ES,DE,DE,Desktop,DEV003043,0,0,1,1,1,1,Successful,52,Approve,Approved,"Not Applicable",0,"Partially Refunded",2025-07-17,2025-07,"Synthetic Merchant 087","Digital Products",CA,Enterprise,High,Marketplace,0.0813,2517105.26,DE,2024-10-07,Returning,21,0,738,1457.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,47.41,0.86,0.00,0.00
P0049130,"2025-07-17 01:52:12",M00087,C001377,24.88,CAD,0.55,"Digital Wallet",Credit,Mastercard,ES,ES,US,Mobile,DEV001377,0,0,1,1,1,1,Successful,52,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 087","Digital Products",CA,Enterprise,High,Marketplace,0.0813,2517105.26,ES,2024-08-16,Occasional,4,0,1124,559.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,24.88,0.55,0.00,0.00
P0008936,"2025-07-17 02:01:18",M00067,C000924,28.94,GBP,0.61,Card,Debit,Mastercard,AU,AU,AU,Desktop,DEV000924,0,1,1,0,1,1,Successful,13,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 067","Food Delivery",GB,Medium,Low,Direct,0.0255,139191.90,AU,2025-07-03,New,0,0,632,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,28.94,0.61,0.00,0.00
P0004937,"2025-07-17 02:01:42",M00095,C000894,435.20,GBP,6.29,Card,Debit,Mastercard,AU,AU,AU,Desktop,DEV000894,0,0,1,0,1,0,"Not Attempted",27,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 095",Travel,GB,Enterprise,High,Direct,0.0706,1751099.48,AU,2018-04-17,Loyal,71,0,2877,3291.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,435.20,6.29,0.00,0.00
P0046448,"2025-07-17 02:02:39",M00042,C004002,158.29,EUR,2.42,Card,Debit,Amex,IT,IT,IT,Mobile,DEV004002,0,0,1,0,1,1,Successful,31,Approve,Approved,"Not Applicable",0,"Fully Refunded",2025-07-17,2025-07,"Synthetic Merchant 042",Ticketing,FR,Medium,High,Direct,0.0753,317495.15,IT,2020-05-13,Returning,17,0,2761,2062.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,158.29,2.42,0.00,0.00
P0047138,"2025-07-17 02:24:54",M00085,C009331,91.22,AUD,1.48,Card,Debit,Visa,NL,NL,NL,Mobile,DEV009331,0,0,1,0,1,0,"Not Attempted",13,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 085",Fashion,AU,Medium,Low,Direct,0.0178,338399.89,NL,2020-12-31,Returning,7,0,2015,402.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,91.22,1.48,0.00,0.00
P0032223,"2025-07-17 02:40:41",M00065,C008008,85.24,EUR,1.39,Card,Debit,Mastercard,IE,IE,IE,Mobile,NEWDEV093605,1,1,1,0,1,1,Successful,53,Approve,Declined,"Insufficient Funds",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 065",Fashion,DE,Enterprise,Medium,Direct,0.0652,1777587.97,IE,2025-06-10,New,2,0,904,292.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0016675,"2025-07-17 02:46:55",M00040,C009088,65.90,EUR,1.12,"Digital Wallet",Debit,Visa,CA,CA,CA,Desktop,DEV009088,0,0,1,0,1,1,Successful,9,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-07-17,2025-07,"Synthetic Merchant 040",Fashion,FR,Small,Low,Direct,0.0274,32139.82,CA,2021-04-14,Loyal,48,0,1928,6025.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,65.90,1.12,0.00,0.00
